time,in,out,customer,line
2023-06-07 23:00:00,279.05,284.78,A,65
2023-06-07 23:30:00,278.73,284.49,A,65
2023-06-08 00:00:00,275.99,281.78,A,65
2023-06-08 00:30:00,277.43,283.13,A,65
2023-06-08 01:00:00,277.16,283.0,A,65
2023-06-08 01:30:00,282.56,288.39,A,65
2023-06-08 02:00:00,276.62,282.3,A,65
2023-06-08 02:30:00,278.58,284.37,A,65
2023-06-08 03:00:00,280.52,286.27,A,65
2023-06-08 03:30:00,279.8,285.55,A,65
2023-06-08 04:00:00,280.24,285.98,A,65
2023-06-08 04:30:00,279.87,285.66,A,65
2023-06-08 05:00:00,276.29,282.1,A,65
2023-06-08 05:30:00,278.28,283.96,A,65
2023-06-08 06:00:00,279.16,284.95,A,65
2023-06-08 06:30:00,279.01,284.75,A,65
2023-06-08 07:00:00,279.15,284.94,A,65
2023-06-08 07:30:00,279.12,284.87,A,65
2023-06-08 08:00:00,279.06,284.78,A,65
2023-06-08 08:30:00,276.06,281.86,A,65
2023-06-08 09:00:00,273.89,279.47,A,65
2023-06-08 09:30:00,274.49,280.23,A,65
2023-06-08 10:00:00,276.24,281.95,A,65
2023-06-08 10:30:00,279.5,285.41,A,65
2023-06-08 11:00:00,276.59,282.45,A,65
2023-06-08 11:30:00,277.43,283.28,A,65
2023-06-08 12:00:00,272.83,278.58,A,65
2023-06-08 12:30:00,279.06,284.82,A,65
2023-06-08 13:00:00,279.04,284.75,A,65
2023-06-08 13:30:00,279.06,284.81,A,65
2023-06-08 14:00:00,279.11,284.89,A,65
2023-06-08 14:30:00,279.03,284.74,A,65
2023-06-08 15:00:00,279.16,284.99,A,65
2023-06-08 15:30:00,279.12,284.81,A,65
2023-06-08 16:00:00,280.94,286.85,A,65
2023-06-08 16:30:00,279.23,285.0,A,65
2023-06-08 17:00:00,279.0,284.58,A,65
2023-06-08 17:30:00,279.17,284.74,A,65
2023-06-08 18:00:00,275.82,281.52,A,65
2023-06-08 18:30:00,277.78,283.52,A,65
2023-06-08 19:00:00,276.61,282.42,A,65
2023-06-08 19:30:00,278.99,284.65,A,65
2023-06-08 20:00:00,279.15,284.99,A,65
2023-06-08 20:30:00,281.06,286.88,A,65
2023-06-08 21:00:00,279.16,284.97,A,65
2023-06-08 21:30:00,278.98,284.72,A,65
2023-06-08 22:00:00,279.26,285.07,A,65
2023-06-08 22:30:00,279.09,284.79,A,65
2023-06-08 23:00:00,281.86,286.19,A,65
2023-06-08 23:30:00,271.33,252.17,A,65
2023-06-09 00:00:00,269.07,273.92,A,65
2023-06-09 00:30:00,280.24,286.11,A,65
2023-06-09 01:00:00,283.19,289.01,A,65
2023-06-09 01:30:00,279.16,284.99,A,65
2023-06-09 02:00:00,278.9,284.7,A,65
2023-06-09 02:30:00,278.92,284.64,A,65
2023-06-09 03:00:00,279.2,284.99,A,65
2023-06-09 03:30:00,278.91,284.6,A,65
2023-06-09 04:00:00,279.58,285.38,A,65
2023-06-09 04:30:00,280.66,286.46,A,65
2023-06-09 05:00:00,279.03,284.74,A,65
2023-06-09 05:30:00,279.13,284.94,A,65
2023-06-09 06:00:00,279.02,284.7,A,65
2023-06-09 06:30:00,277.36,283.15,A,65
2023-06-09 07:00:00,275.27,281.02,A,65
2023-06-09 07:30:00,277.62,283.37,A,65
2023-06-09 08:00:00,280.93,286.85,A,65
2023-06-09 08:30:00,283.4,289.39,A,65
2023-06-09 09:00:00,274.45,280.16,A,65
2023-06-09 09:30:00,274.45,280.06,A,65
2023-06-09 10:00:00,277.81,283.64,A,65
2023-06-09 10:30:00,276.78,282.49,A,65
2023-06-09 11:00:00,279.08,284.81,A,65
2023-06-09 11:30:00,279.04,284.85,A,65
2023-06-09 12:00:00,279.13,284.83,A,65
2023-06-09 12:30:00,279.14,284.93,A,65
2023-06-09 13:00:00,279.02,284.73,A,65
2023-06-09 13:30:00,278.25,284.04,A,65
2023-06-09 14:00:00,278.96,284.57,A,65
2023-06-09 14:30:00,279.12,284.93,A,65
2023-06-09 15:00:00,279.09,284.8,A,65
2023-06-09 15:30:00,279.23,285.11,A,65
2023-06-09 16:00:00,278.99,284.68,A,65
2023-06-09 16:30:00,276.33,282.11,A,65
2023-06-09 17:00:00,271.32,277.06,A,65
2023-06-09 17:30:00,280.23,286.1,A,65
2023-06-09 18:00:00,279.95,285.77,A,65
2023-06-09 18:30:00,274.68,280.35,A,65
2023-06-09 19:00:00,276.31,282.08,A,65
2023-06-09 19:30:00,279.07,284.82,A,65
2023-06-09 20:00:00,279.07,284.78,A,65
2023-06-09 20:30:00,279.16,284.98,A,65
2023-06-09 21:00:00,280.15,285.84,A,65
2023-06-09 21:30:00,282.75,288.67,A,65
2023-06-09 22:00:00,276.06,281.81,A,65
2023-06-09 22:30:00,277.93,283.68,A,65
2023-06-09 23:00:00,276.75,282.54,A,65
2023-06-09 23:30:00,279.01,284.67,A,65
2023-06-10 00:00:00,277.02,282.83,A,65
2023-06-10 00:30:00,275.89,281.62,A,65
2023-06-10 01:00:00,277.25,283.01,A,65
2023-06-10 01:30:00,282.02,287.88,A,65
2023-06-10 02:00:00,277.23,282.93,A,65
2023-06-10 02:30:00,280.37,286.19,A,65
2023-06-10 03:00:00,282.84,288.68,A,65
2023-06-10 03:30:00,279.03,284.78,A,65
2023-06-10 04:00:00,279.77,285.66,A,65
2023-06-10 04:30:00,276.05,281.84,A,65
2023-06-10 05:00:00,278.03,283.78,A,65
2023-06-10 05:30:00,275.47,281.18,A,65
2023-06-10 06:00:00,274.15,279.99,A,65
2023-06-10 06:30:00,274.9,280.62,A,65
2023-06-10 07:00:00,275.41,280.52,A,65
2023-06-10 07:30:00,274.82,249.8,A,65
2023-06-10 08:00:00,273.73,231.87,A,65
2023-06-10 08:30:00,279.29,280.44,A,65
2023-06-10 09:00:00,274.28,279.87,A,65
2023-06-10 09:30:00,274.42,280.16,A,65
2023-06-10 10:00:00,279.27,285.01,A,65
2023-06-10 10:30:00,279.73,285.53,A,65
2023-06-10 11:00:00,279.12,284.93,A,65
2023-06-10 11:30:00,276.39,282.12,A,65
2023-06-10 12:00:00,278.16,283.87,A,65
2023-06-10 12:30:00,277.01,282.78,A,65
2023-06-10 13:00:00,277.63,283.37,A,65
2023-06-10 13:30:00,273.21,279.04,A,65
2023-06-10 14:00:00,274.74,280.45,A,65
2023-06-10 14:30:00,278.58,284.25,A,65
2023-06-10 15:00:00,279.1,284.91,A,65
2023-06-10 15:30:00,276.27,281.98,A,65
2023-06-10 16:00:00,278.27,283.95,A,65
2023-06-10 16:30:00,277.71,283.52,A,65
2023-06-10 17:00:00,276.99,282.74,A,65
2023-06-10 17:30:00,275.86,281.63,A,65
2023-06-10 18:00:00,278.79,284.55,A,65
2023-06-10 18:30:00,275.51,281.25,A,65
2023-06-10 19:00:00,279.1,284.92,A,65
2023-06-10 19:30:00,279.07,284.77,A,65
2023-06-10 20:00:00,273.92,279.74,A,65
2023-06-10 20:30:00,277.04,282.72,A,65
2023-06-10 21:00:00,277.1,282.97,A,65
2023-06-10 21:30:00,277.68,283.39,A,65
2023-06-10 22:00:00,278.38,284.18,A,65
2023-06-10 22:30:00,276.19,281.87,A,65
2023-06-10 23:00:00,277.22,283.03,A,65
2023-06-10 23:30:00,277.43,283.13,A,65
2023-06-11 00:00:00,279.09,284.8,A,65
2023-06-11 00:30:00,278.89,284.73,A,65
2023-06-11 01:00:00,275.71,281.39,A,65
2023-06-11 01:30:00,279.1,284.89,A,65
2023-06-11 02:00:00,279.13,284.88,A,65
2023-06-11 02:30:00,279.09,284.88,A,65
2023-06-11 03:00:00,282.86,288.75,A,65
2023-06-11 03:30:00,282.94,288.76,A,65
2023-06-11 04:00:00,274.15,278.19,A,65
2023-06-11 04:30:00,279.18,265.3,A,65
2023-06-11 05:00:00,283.75,224.89,A,65
2023-06-11 05:30:00,279.1,274.43,A,65
2023-06-11 06:00:00,278.96,284.69,A,65
2023-06-11 06:30:00,275.67,281.44,A,65
2023-06-11 07:00:00,278.66,284.38,A,65
2023-06-11 07:30:00,279.06,284.74,A,65
2023-06-11 08:00:00,279.18,285.01,A,65
2023-06-11 08:30:00,278.76,284.48,A,65
2023-06-11 09:00:00,268.21,273.92,A,65
2023-06-11 09:30:00,273.81,279.4,A,65
2023-06-11 10:00:00,279.09,284.89,A,65
2023-06-11 10:30:00,279.15,284.9,A,65
2023-06-11 11:00:00,279.06,284.79,A,65
2023-06-11 11:30:00,279.12,284.93,A,65
2023-06-11 12:00:00,279.01,284.71,A,65
2023-06-11 12:30:00,279.18,285.02,A,65
2023-06-11 13:00:00,278.98,284.65,A,65
2023-06-11 13:30:00,279.13,284.91,A,65
2023-06-11 14:00:00,277.54,283.32,A,65
2023-06-11 14:30:00,277.05,282.75,A,65
2023-06-11 15:00:00,279.12,284.92,A,65
2023-06-11 15:30:00,277.82,283.53,A,65
2023-06-11 16:00:00,276.79,282.53,A,65
2023-06-11 16:30:00,279.06,284.83,A,65
2023-06-11 17:00:00,279.12,284.82,A,65
2023-06-11 17:30:00,278.49,284.35,A,65
2023-06-11 18:00:00,282.2,287.88,A,65
2023-06-11 18:30:00,276.56,282.24,A,65
2023-06-11 19:00:00,275.73,281.49,A,65
2023-06-11 19:30:00,277.28,283.08,A,65
2023-06-11 20:00:00,277.39,283.13,A,65
2023-06-11 20:30:00,279.09,284.8,A,65
2023-06-11 21:00:00,279.15,284.96,A,65
2023-06-11 21:30:00,279.08,284.82,A,65
2023-06-11 22:00:00,276.98,282.77,A,65
2023-06-11 22:30:00,277.72,283.48,A,65
2023-06-11 23:00:00,279.06,284.86,A,65
2023-06-11 23:30:00,279.14,284.86,A,65
2023-06-12 00:00:00,276.23,282.02,A,65
2023-06-12 00:30:00,274.98,280.69,A,65
2023-06-12 01:00:00,279.94,285.7,A,65
2023-06-12 01:30:00,283.57,289.35,A,65
2023-06-12 02:00:00,274.44,280.14,A,65
2023-06-12 02:30:00,278.64,284.38,A,65
2023-06-12 03:00:00,280.24,286.14,A,65
2023-06-12 03:30:00,277.8,284.03,A,65
2023-06-12 04:00:00,278.62,284.58,A,65
2023-06-12 04:30:00,275.7,281.44,A,65
2023-06-12 05:00:00,278.94,284.74,A,65
2023-06-12 05:30:00,279.35,285.03,A,65
2023-06-12 06:00:00,279.75,285.56,A,65
2023-06-12 06:30:00,279.06,284.74,A,65
2023-06-12 07:00:00,279.06,284.85,A,65
2023-06-12 07:30:00,275.77,281.55,A,65
2023-06-12 08:00:00,278.85,284.56,A,65
2023-06-12 08:30:00,279.08,284.89,A,65
2023-06-12 09:00:00,274.58,280.19,A,65
2023-06-12 09:30:00,274.84,280.98,A,65
2023-06-12 10:00:00,279.97,285.79,A,65
2023-06-12 10:30:00,281.05,287.08,A,65
2023-06-12 11:00:00,278.87,284.78,A,65
2023-06-12 11:30:00,278.98,284.71,A,65
2023-06-12 12:00:00,270.12,275.88,A,65
2023-06-12 12:30:00,273.91,279.68,A,65
2023-06-12 13:00:00,278.99,284.65,A,65
2023-06-12 13:30:00,279.13,284.94,A,65
2023-06-12 14:00:00,279.02,284.75,A,65
2023-06-12 14:30:00,277.84,283.6,A,65
